EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID
Inov ID - Empresa Jr,Goiás Júnior,2017,1,1,Não,26.67,4119.00,3,N/A,GO,Anápolis,UEG,5,757
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3600.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1740.00,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,2082.78,2,10,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3200.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,12000.00,4,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,4500.00,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1580.00,3,10,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3400.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,2846.36,4,9,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,5000.00,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1608.00,2,10,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1600.00,2,6,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3721.00,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,4000.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1450.00,4,10,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,2824.02,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3200.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,682.50,3,9,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,800.00,2,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,4842.70,3,10,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,1500.00,3,N/A,PE,Recife,UNICAP,49,349
Empresa Júnior Unicap,FEJEPE,2016,3,4,Não,20.63,3000.00,3,N/A,PE,Recife,UNICAP,49,349
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,3000.00,4,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,1350.00,5,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,1500.00,4,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,4845.00,4,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,4660.00,6,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,6000.00,2,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,3600.00,7,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,3000.00,3,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,300.00,2,10,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,2200.00,3,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,7054.95,3,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,130000.00,4,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,1400.00,3,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,1000.00,2,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,150.00,1,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,300.00,N/A,N/A,DF,Brasília,UniCEUB,58,80
Projetos Consultoria Integrada,Concentro,2010,3,4,Não,31.47,6000.00,1,N/A,DF,Brasília,UniCEUB,58,80
SEMPRE - Soluções Empresariais Jr.,FEJEMG,2017,1,1,Não,50,1840.00,12,N/A,MG,São João del Rei,UFSJ,13,558
Cacto Comunicação,FEJEPAR,2018,N/A,1,Não,23,200.00,3,N/A,PR,Curitiba,UTFPR,23,857
Eixo Público ,FEJESP,2018,N/A,1,Não,10,988.00,1,N/A,SP,Limeira,UNICAMP,19,1098
Eixo Público ,FEJESP,2018,N/A,1,Não,10,988.00,5,N/A,SP,Limeira,UNICAMP,19,1098
MecTRIA,FEJEMG,2017,1,1,Não,34.57,593.64,3,N/A,MG,,UFTM,27,566
MecTRIA,FEJEMG,2017,1,1,Não,34.57,3179.28,2,N/A,MG,,UFTM,27,566
MecTRIA,FEJEMG,2017,1,1,Não,34.57,5171.80,6,N/A,MG,,UFTM,27,566
MecTRIA,FEJEMG,2017,1,1,Não,34.57,2000.00,2,10,MG,,UFTM,27,566
MecTRIA,FEJEMG,2017,1,1,Não,34.57,4682.12,2,N/A,MG,,UFTM,27,566
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2015,1,2,Não,17.5,2066.27,6,9,MS,Dourados,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS ,34,141
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2015,1,2,Não,17.5,914.64,6,9,MS,Dourados,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS ,34,141
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2015,1,2,Não,17.5,562.85,6,9,MS,Dourados,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS ,34,141
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2015,1,2,Não,17.5,3245.76,7,N/A,MS,Dourados,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS ,34,141
Optimus Engenharia Junior ,UNIJr-BA,2015,1,2,Não,28.8,900.00,3,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,18,363
Optimus Engenharia Junior ,UNIJr-BA,2015,1,2,Não,28.8,700.00,2,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,18,363
Optimus Engenharia Junior ,UNIJr-BA,2015,1,2,Não,28.8,2200.00,2,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,18,363
Optimus Engenharia Junior ,UNIJr-BA,2015,1,2,Não,28.8,1100.00,3,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,18,363
Esamb,FEJEMG,2018,N/A,1,Não,5.08,805.25,3,10,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,883.60,4,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,360.00,4,10,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,130.00,3,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,130.00,3,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,3100.00,5,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,150.00,4,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,140.00,4,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,80.00,8,8,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,158.00,3,10,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,150.00,2,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,2650.80,4,N/A,MG,Uberaba,UFTM,27,1124
Esamb,FEJEMG,2018,N/A,1,Não,5.08,9000.00,8,N/A,MG,Uberaba,UFTM,27,1124
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,2240.00,5,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,930.00,5,8,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,720.00,8,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,245.00,2,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,1520.00,5,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,1200.00,5,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,800.00,5,10,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,550.00,6,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,1000.00,4,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,1000.00,6,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,400.00,6,N/A,CE,,UFC,36,1066
Container Digital Júnior,FEJECE,2018,N/A,1,Não,67,300.00,2,N/A,CE,,UFC,36,1066
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,150.00,3,N/A,MG,Viçosa,UFV,21,1296
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,1500.00,1,10,MG,Viçosa,UFV,21,1296
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,700.00,3,N/A,MG,Viçosa,UFV,21,1296
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,26244.00,7,N/A,MG,Viçosa,UFV,21,1296
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,800.00,3,N/A,MG,Viçosa,UFV,21,1296
EJEAG- Associação Júnior de Agrimensura e Cartografia,FEJEMG,2019,N/A,N/A,Não,24.33,700.00,3,N/A,MG,Viçosa,UFV,21,1296
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,700.00,2,N/A,MG,Patos de Minas,UFU,22,1371
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,1275.00,1,N/A,MG,Patos de Minas,UFU,22,1371
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,190.00,1,N/A,MG,Patos de Minas,UFU,22,1371
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,280.00,1,N/A,MG,Patos de Minas,UFU,22,1371
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,40.00,1,N/A,MG,Patos de Minas,UFU,22,1371
Inovatos Consultoria Junior,FEJEMG,2019,N/A,N/A,Não,50.33,754.29,1,N/A,MG,Patos de Minas,UFU,22,1371
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,1750.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,2000.00,3,10,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,2650.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,2000.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,2000.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,1600.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,600.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,5250.00,3,9,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,700.00,3,10,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,1100.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
Impacto Jr,FEJEMG,2017,2,4,Não,18.53,8500.00,3,N/A,MG,Juiz de Fora,UFJF,27,560
PCP Jr.,FEJEMG,2016,1,1,Não,40,3262.50,4,N/A,MG,Belo Horizonte,PUC MINAS,10,33
CJR,Concentro,1999,3,3,Não,48.83,100.00,3,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,18000.00,7,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,29400.00,4,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,4410.00,2,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,12600.00,4,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,4500.00,5,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,5000.00,3,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,450.00,2,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,2100.00,5,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,4320.00,2,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,3200.00,2,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,43680.00,4,N/A,DF,Brasília,UnB,46,96
CJR,Concentro,1999,3,3,Não,48.83,7800.00,4,N/A,DF,Brasília,UnB,46,96
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,3000.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,3500.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,1000.00,2,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,6200.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,7100.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,8000.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,2300.00,1,N/A,SP,Campinas,UNICAMP,16,156
Pharmaceutica Jr.,FEJESP,2014,1,4,Não,65.77,3000.00,1,N/A,SP,Campinas,UNICAMP,16,156
Atrium Junior,FEJEMG,2019,N/A,N/A,Não,12.4,800.00,4,N/A,MG,,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,25,1280
Atrium Junior,FEJEMG,2019,N/A,N/A,Não,12.4,900.00,3,9,MG,,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,25,1280
Atrium Junior,FEJEMG,2019,N/A,N/A,Não,12.4,570.00,6,N/A,MG,,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,25,1280
Atrium Junior,FEJEMG,2019,N/A,N/A,Não,12.4,610.00,6,N/A,MG,,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,25,1280
Atrium Junior,FEJEMG,2019,N/A,N/A,Não,12.4,900.00,4,N/A,MG,,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,25,1280
Advocatta,Concentro,2015,3,4,Não,26.52,1642.00,5,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2642.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,100.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,9,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,4,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,7200.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,810.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,660.00,5,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,142.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,1100.00,5,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,500.00,3,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,6000.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,1050.00,4,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,241.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2400.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,650.00,1,8,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,1800.00,5,9,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,3000.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,1100.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,9,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,9,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2642.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,370.00,1,9,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,5,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,1400.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,8200.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,500.00,2,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,10,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,7,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,4199.40,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2010.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2250.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2400.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,3,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,2,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,0.00,1,N/A,DF,,UnB,42,169
Advocatta,Concentro,2015,3,4,Não,26.52,2745.00,3,10,DF,,UnB,42,169
Bits JR - Soluções em TI,Pará Júnior,2017,1,3,Não,14.62,2390.00,3,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,27,697
Bits JR - Soluções em TI,Pará Júnior,2017,1,3,Não,14.62,1528.52,3,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,27,697
Bits JR - Soluções em TI,Pará Júnior,2017,1,3,Não,14.62,1400.00,2,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,27,697
Bits JR - Soluções em TI,Pará Júnior,2017,1,3,Não,14.62,3500.00,5,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,27,697
Bits JR - Soluções em TI,Pará Júnior,2017,1,3,Não,14.62,1000.00,2,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,27,697
ACE Jr.,FEJEMG,2014,2,2,Não,34.4,14000.00,5,N/A,MG,Juiz de Fora,UFJF,21,495
ACE Jr.,FEJEMG,2014,2,2,Não,34.4,1620.00,12,N/A,MG,Juiz de Fora,UFJF,21,495
ACE Jr.,FEJEMG,2014,2,2,Não,34.4,8000.00,4,N/A,MG,Juiz de Fora,UFJF,21,495
ACE Jr.,FEJEMG,2014,2,2,Não,34.4,710.00,5,N/A,MG,Juiz de Fora,UFJF,21,495
ACE Jr.,FEJEMG,2014,2,2,Não,34.4,7000.00,12,N/A,MG,Juiz de Fora,UFJF,21,495
Cultivar Jr,Juniores,2018,N/A,1,Não,20,65.00,1,N/A,ES,,Universidade Federal do Espírito Santo,4,861
Propeq - Projeto e Pesquisa em Engenharia Química,FEJESP,1993,2,2,Não,14.33,1950.00,4,9,SP,Campinas,UNICAMP,37,385
Propeq - Projeto e Pesquisa em Engenharia Química,FEJESP,1993,2,2,Não,14.33,1750.00,3,N/A,SP,Campinas,UNICAMP,37,385
Propeq - Projeto e Pesquisa em Engenharia Química,FEJESP,1993,2,2,Não,14.33,3000.00,4,N/A,SP,Campinas,UNICAMP,37,385
Alimentares Consultorias & Soluções,Juniores,2016,1,1,Não,30,35.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,16,433
Alimentares Consultorias & Soluções,Juniores,2016,1,1,Não,30,30.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,16,433
Alimentares Consultorias & Soluções,Juniores,2016,1,1,Não,30,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,16,433
Alimentares Consultorias & Soluções,Juniores,2016,1,1,Não,30,238.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,16,433
Alimentares Consultorias & Soluções,Juniores,2016,1,1,Não,30,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,16,433
Argos Engenharia Júnior,Goiás Júnior,2017,1,1,Não,35,55.00,2,N/A,GO,Goiânia,Pontifícia Universidade Católica de Goiás,8,694
EMPEC,FEJEPAR,2011,3,4,Não,49.85,2300.00,1,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1350.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,900.00,1,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1950.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1300.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,750.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,3000.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1200.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1070.00,4,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,2000.00,4,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,650.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1440.00,4,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,700.00,4,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1100.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1400.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1500.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,4100.00,4,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,5200.00,5,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1200.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,300.00,2,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,5895.00,3,N/A,PR,Maringá,UEM,44,337
EMPEC,FEJEPAR,2011,3,4,Não,49.85,1600.00,4,N/A,PR,Maringá,UEM,44,337
