EMPRESA_JUNIOR,FEDERACAO,TEMPO_MEDIO_DIAS,META_participacao_eventos,META_Impacto,MES,FATURAMENTO,PROJETOS,N_ACOES_COMPARTILHADAS,ESTADO,CIDADE,MEMBROS
PARTHENON,FEJEPAR,25,80,3,4,0,0,0,PR,Umuarama,23
Arco Consultoria,FEJEPE,42.86,100,35,1,9800,5,0,PE,Recife,43
Arco Consultoria,FEJEPE,42.86,100,35,2,2790,1,0,PE,Recife,43
Arco Consultoria,FEJEPE,42.86,100,35,3,800,1,0,PE,Recife,43
Arco Consultoria,FEJEPE,42.86,100,35,4,23600,7,0,PE,Recife,43
EtaTesla - Engenharia Elétrica,FEJEPAR,NaN,60,3,1,0,0,0,PR,Medianeira,24
EtaTesla - Engenharia Elétrica,FEJEPAR,NaN,60,3,2,0,0,0,PR,Medianeira,24
EtaTesla - Engenharia Elétrica,FEJEPAR,NaN,60,3,3,0,0,0,PR,Medianeira,24
EtaTesla - Engenharia Elétrica,FEJEPAR,NaN,60,3,4,0,0,0,PR,Medianeira,24
JRS Consultoria,FEJEA,40.25,75,25,1,9700,3,1,AL,Maceió,23
JRS Consultoria,FEJEA,40.25,75,25,2,29020,6,0,AL,Maceió,23
JRS Consultoria,FEJEA,40.25,75,25,3,9880,2,1,AL,Maceió,23
JRS Consultoria,FEJEA,40.25,75,25,4,11000,1,0,AL,Maceió,23
Voltech Projetos e Consultoria Junior,PB Júnior,60,33,1,1,0,0,0,PB,,15
Voltech Projetos e Consultoria Junior,PB Júnior,60,33,1,2,2625,1,0,PB,,15
Voltech Projetos e Consultoria Junior,PB Júnior,60,33,1,3,0,0,0,PB,,15
Voltech Projetos e Consultoria Junior,PB Júnior,60,33,1,4,0,0,0,PB,,15
Engenium - Empresa Junior,FEJEPAR,44,70,3,1,2300,2,0,PR,Ponta Grossa,18
Engenium - Empresa Junior,FEJEPAR,44,70,3,2,0,0,0,PR,Ponta Grossa,18
Engenium - Empresa Junior,FEJEPAR,44,70,3,3,0,0,0,PR,Ponta Grossa,18
Engenium - Empresa Junior,FEJEPAR,44,70,3,4,0,0,0,PR,Ponta Grossa,18
Maximize - Soluções em Biotecnologia,PB Júnior,9,80,23,1,155,2,0,PB,João Pessoa,8
Maximize - Soluções em Biotecnologia,PB Júnior,9,80,23,2,100,1,0,PB,João Pessoa,8
Maximize - Soluções em Biotecnologia,PB Júnior,9,80,23,3,155,2,0,PB,João Pessoa,8
Maximize - Soluções em Biotecnologia,PB Júnior,9,80,23,4,0,0,0,PB,João Pessoa,8
Ibmex,FEJEMG,91.8,55,32,1,5130,1,0,MG,Belo Horizonte,51
Ibmex,FEJEMG,91.8,55,32,2,23030,3,0,MG,Belo Horizonte,51
Ibmex,FEJEMG,91.8,55,32,3,17130,2,0,MG,Belo Horizonte,51
Ibmex,FEJEMG,91.8,55,32,4,67130,4,0,MG,Belo Horizonte,51
AlQualis Júnior,RioJunior,60,100,5,1,0,0,0,RJ,Bom Jesus do Itabapoana,2
AlQualis Júnior,RioJunior,60,100,5,2,560,1,0,RJ,Bom Jesus do Itabapoana,2
AlQualis Júnior,RioJunior,60,100,5,3,0,0,0,RJ,Bom Jesus do Itabapoana,2
AlQualis Júnior,RioJunior,60,100,5,4,0,0,0,RJ,Bom Jesus do Itabapoana,2
Júnior FEI,FEJESP,65,33,3,1,19939.9,1,0,SP,São Bernardo do Campo,18
Júnior FEI,FEJESP,65,33,3,2,0,0,0,SP,São Bernardo do Campo,18
Júnior FEI,FEJESP,65,33,3,3,0,0,0,SP,São Bernardo do Campo,18
Júnior FEI,FEJESP,65,33,3,4,0,0,0,SP,São Bernardo do Campo,18
Eumeca - Empresa Júnior de Engenharia Mecatrônica,FEJESC,25.5,70,6,1,0,0,0,SC,Florianópolis,11
Eumeca - Empresa Júnior de Engenharia Mecatrônica,FEJESC,25.5,70,6,2,1650,1,1,SC,Florianópolis,11
Eumeca - Empresa Júnior de Engenharia Mecatrônica,FEJESC,25.5,70,6,3,900,1,1,SC,Florianópolis,11
Eumeca - Empresa Júnior de Engenharia Mecatrônica,FEJESC,25.5,70,6,4,0,0,0,SC,Florianópolis,11
Galo Jr. Comunicação,FEJESC,NaN,33,1,1,0,0,0,SC,Criciúma,4
Galo Jr. Comunicação,FEJESC,NaN,33,1,2,0,0,0,SC,Criciúma,4
Galo Jr. Comunicação,FEJESC,NaN,33,1,3,0,0,0,SC,Criciúma,4
Galo Jr. Comunicação,FEJESC,NaN,33,1,4,0,0,0,SC,Criciúma,4
Projet,FEJEMG,35.2,90,16,1,9581.8,3,0,MG,Ouro Preto,20
Projet,FEJEMG,35.2,90,16,2,0,0,0,MG,Ouro Preto,20
Projet,FEJEMG,35.2,90,16,3,2040,1,0,MG,Ouro Preto,20
Projet,FEJEMG,35.2,90,16,4,5652.58,1,0,MG,Ouro Preto,20
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,37.25,60,13,1,3542.5,3,1,PB,João Pessoa,18
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,37.25,60,13,2,50,1,1,PB,João Pessoa,18
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,37.25,60,13,3,0,0,0,PB,João Pessoa,18
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,37.25,60,13,4,0,0,0,PB,João Pessoa,18
Projagro,Juniores,30,50,18,1,1056,1,0,ES,São Mateus,22
Projagro,Juniores,30,50,18,2,0,0,0,ES,São Mateus,22
Projagro,Juniores,30,50,18,3,0,0,0,ES,São Mateus,22
Projagro,Juniores,30,50,18,4,0,0,0,ES,São Mateus,22
Projep Jr.,FEJERS,30,70,10,1,0,0,0,RS,,14
Projep Jr.,FEJERS,30,70,10,2,0,0,0,RS,,14
Projep Jr.,FEJERS,30,70,10,3,0,0,0,RS,,14
Projep Jr.,FEJERS,30,70,10,4,250,1,0,RS,,14
XPORT Jr. Consultoria e Suporte Internacional,RioJunior,12.5,33,1,1,0,0,0,RJ,Seropédica,9
XPORT Jr. Consultoria e Suporte Internacional,RioJunior,12.5,33,1,2,0,0,0,RJ,Seropédica,9
XPORT Jr. Consultoria e Suporte Internacional,RioJunior,12.5,33,1,3,320,2,0,RJ,Seropédica,9
XPORT Jr. Consultoria e Suporte Internacional,RioJunior,12.5,33,1,4,0,0,0,RJ,Seropédica,9
FCAP JR. Consultoria,FEJEPE,32.29,90,61,1,55484.7,8,0,PE,Recife,39
FCAP JR. Consultoria,FEJEPE,32.29,90,61,2,21677.8,3,0,PE,Recife,39
FCAP JR. Consultoria,FEJEPE,32.29,90,61,3,47129.23,9,1,PE,Recife,39
FCAP JR. Consultoria,FEJEPE,32.29,90,61,4,9362.63,1,0,PE,Recife,39
Virtù Consultoria Política,FEJEPE,20,55,2,1,0,0,0,PE,Recife,17
Virtù Consultoria Política,FEJEPE,20,55,2,2,0,0,0,PE,Recife,17
Virtù Consultoria Política,FEJEPE,20,55,2,3,4655,2,0,PE,Recife,17
Virtù Consultoria Política,FEJEPE,20,55,2,4,0,0,0,PE,Recife,17
Paulista Jr. Projetos & Consultoria,FEJESP,25.67,80,18,1,0,0,0,SP,Araraquara,20
Paulista Jr. Projetos & Consultoria,FEJESP,25.67,80,18,2,0,0,0,SP,Araraquara,20
Paulista Jr. Projetos & Consultoria,FEJESP,25.67,80,18,3,5000,2,0,SP,Araraquara,20
Paulista Jr. Projetos & Consultoria,FEJESP,25.67,80,18,4,4500,1,0,SP,Araraquara,20
EPAV JR,FEMTEJ,NaN,50,1,1,0,0,0,MT,Nova Xavantina,15
EPAV JR,FEMTEJ,NaN,50,1,2,0,0,0,MT,Nova Xavantina,15
EPAV JR,FEMTEJ,NaN,50,1,3,0,0,0,MT,Nova Xavantina,15
EPAV JR,FEMTEJ,NaN,50,1,4,0,0,0,MT,Nova Xavantina,15
Animalia,Acre Júnior,NaN,40,1,1,0,0,0,AC,Rio Branco,8
Animalia,Acre Júnior,NaN,40,1,2,0,0,0,AC,Rio Branco,8
Animalia,Acre Júnior,NaN,40,1,3,0,0,0,AC,Rio Branco,8
Animalia,Acre Júnior,NaN,40,1,4,0,0,0,AC,Rio Branco,8
Setup Jr - Consultoria e Desenvolvimento,FEJEPAR,13,50,4,1,0,0,0,PR,Bandeirantes,8
Setup Jr - Consultoria e Desenvolvimento,FEJEPAR,13,50,4,2,0,0,0,PR,Bandeirantes,8
Setup Jr - Consultoria e Desenvolvimento,FEJEPAR,13,50,4,3,100,1,0,PR,Bandeirantes,8
Setup Jr - Consultoria e Desenvolvimento,FEJEPAR,13,50,4,4,0,0,0,PR,Bandeirantes,8
EJEC - Empresa Júnior de Engenharia de Computação,FEJESC,NaN,80,1,1,0,0,0,SC,Araranguá,14
EJEC - Empresa Júnior de Engenharia de Computação,FEJESC,NaN,80,1,2,0,0,0,SC,Araranguá,14
EJEC - Empresa Júnior de Engenharia de Computação,FEJESC,NaN,80,1,3,0,0,0,SC,Araranguá,14
EJEC - Empresa Júnior de Engenharia de Computação,FEJESC,NaN,80,1,4,0,0,0,SC,Araranguá,14
Prisma Consultoria Internacional,FEJESP,NaN,45,2,1,0,0,0,SP,São Paulo,39
Prisma Consultoria Internacional,FEJESP,NaN,45,2,2,0,0,0,SP,São Paulo,39
Prisma Consultoria Internacional,FEJESP,NaN,45,2,3,0,0,0,SP,São Paulo,39
Prisma Consultoria Internacional,FEJESP,NaN,45,2,4,0,0,0,SP,São Paulo,39
NutrESul Jr,Juniores,3,90,1,1,0,0,0,ES,Alegre,13
NutrESul Jr,Juniores,3,90,1,2,0,0,0,ES,Alegre,13
NutrESul Jr,Juniores,3,90,1,3,60,1,0,ES,Alegre,13
NutrESul Jr,Juniores,3,90,1,4,198,1,0,ES,Alegre,13
GeoCapta,FEJECE,6.8,33,13,1,0,0,0,CE,Fortaleza,9
GeoCapta,FEJECE,6.8,33,13,2,3330,3,0,CE,Fortaleza,9
GeoCapta,FEJECE,6.8,33,13,3,1215,2,0,CE,Fortaleza,9
GeoCapta,FEJECE,6.8,33,13,4,0,0,0,CE,Fortaleza,9
EJMinas,FEJERS,NaN,58,3,1,0,0,0,RS,Porto Alegre,7
EJMinas,FEJERS,NaN,58,3,2,0,0,0,RS,Porto Alegre,7
EJMinas,FEJERS,NaN,58,3,3,0,0,0,RS,Porto Alegre,7
EJMinas,FEJERS,NaN,58,3,4,0,0,0,RS,Porto Alegre,7
Dinâmica Consultoria,FEJEPAR,37,85,67,1,3974.5,1,0,PR,Maringá,25
Dinâmica Consultoria,FEJEPAR,37,85,67,2,17143.66,5,0,PR,Maringá,25
Dinâmica Consultoria,FEJEPAR,37,85,67,3,40026.77,9,0,PR,Maringá,25
Dinâmica Consultoria,FEJEPAR,37,85,67,4,0,0,0,PR,Maringá,25
ECONOMUS CONSULTORIA JUNIOR,RioJunior,1,50,2,1,0,0,0,RJ,Rio de Janeiro,18
ECONOMUS CONSULTORIA JUNIOR,RioJunior,1,50,2,2,240,1,1,RJ,Rio de Janeiro,18
ECONOMUS CONSULTORIA JUNIOR,RioJunior,1,50,2,3,0,0,0,RJ,Rio de Janeiro,18
ECONOMUS CONSULTORIA JUNIOR,RioJunior,1,50,2,4,0,0,0,RJ,Rio de Janeiro,18
UFABC Jr.,FEJESP,27,50,1,1,500,1,0,SP,Santo André,22
UFABC Jr.,FEJESP,27,50,1,2,0,0,0,SP,Santo André,22
UFABC Jr.,FEJESP,27,50,1,3,4100,1,0,SP,Santo André,22
UFABC Jr.,FEJESP,27,50,1,4,0,0,0,SP,Santo André,22
EJEAmb,FEJESP,NaN,50,6,1,0,0,0,SP,Rio Claro,20
EJEAmb,FEJESP,NaN,50,6,2,0,0,0,SP,Rio Claro,20
EJEAmb,FEJESP,NaN,50,6,3,0,0,0,SP,Rio Claro,20
EJEAmb,FEJESP,NaN,50,6,4,0,0,0,SP,Rio Claro,20
EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,FEJEMS,NaN,50,6,1,0,0,0,MS,Dourados,9
EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,FEJEMS,NaN,50,6,2,0,0,0,MS,Dourados,9
EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,FEJEMS,NaN,50,6,3,0,0,0,MS,Dourados,9
EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,FEJEMS,NaN,50,6,4,0,0,0,MS,Dourados,9
Consenso,FEJEMG,65.67,75,12,1,6800,10,0,MG,Viçosa,23
Consenso,FEJEMG,65.67,75,12,2,400,1,0,MG,Viçosa,23
Consenso,FEJEMG,65.67,75,12,3,6520,10,0,MG,Viçosa,23
Consenso,FEJEMG,65.67,75,12,4,1300,3,0,MG,Viçosa,23
ECOSSAM Junior,RioJunior,8,33,9,1,448.5,2,0,RJ,Seropédica,19
ECOSSAM Junior,RioJunior,8,33,9,2,135,1,0,RJ,Seropédica,19
ECOSSAM Junior,RioJunior,8,33,9,3,0,0,0,RJ,Seropédica,19
ECOSSAM Junior,RioJunior,8,33,9,4,0,0,0,RJ,Seropédica,19
ADM Soluções,FEJECE,23.04,90,64,1,8365.87,7,0,CE,Fortaleza,37
ADM Soluções,FEJECE,23.04,90,64,2,0,0,0,CE,Fortaleza,37
ADM Soluções,FEJECE,23.04,90,64,3,13498.52,7,0,CE,Fortaleza,37
ADM Soluções,FEJECE,23.04,90,64,4,19268.69,9,1,CE,Fortaleza,37
EMPEC,FEJEPAR,51.88,75,14,1,3650,3,0,PR,Maringá,28
EMPEC,FEJEPAR,51.88,75,14,2,900,1,0,PR,Maringá,28
EMPEC,FEJEPAR,51.88,75,14,3,3750,3,0,PR,Maringá,28
EMPEC,FEJEPAR,51.88,75,14,4,1950,1,0,PR,Maringá,28
Lógica Consultoria,Concentro,40,50,10,1,0,0,0,DF,Brasília,5
Lógica Consultoria,Concentro,40,50,10,2,520,1,0,DF,Brasília,5
Lógica Consultoria,Concentro,40,50,10,3,0,0,0,DF,Brasília,5
Lógica Consultoria,Concentro,40,50,10,4,0,0,0,DF,Brasília,5
Level 5,Goiás Júnior,40.25,70,3,1,5000,2,0,GO,Goiânia,8
Level 5,Goiás Júnior,40.25,70,3,2,900,1,0,GO,Goiânia,8
Level 5,Goiás Júnior,40.25,70,3,3,0,0,0,GO,Goiânia,8
Level 5,Goiás Júnior,40.25,70,3,4,1100,1,0,GO,Goiânia,8
Argos Engenharia Júnior,Goiás Júnior,NaN,33,3,1,0,0,0,GO,Goiânia,8
Argos Engenharia Júnior,Goiás Júnior,NaN,33,3,2,0,0,0,GO,Goiânia,8
Argos Engenharia Júnior,Goiás Júnior,NaN,33,3,3,0,0,0,GO,Goiânia,8
Argos Engenharia Júnior,Goiás Júnior,NaN,33,3,4,0,0,0,GO,Goiânia,8
Alimentares Consultorias & Soluções,Juniores,30,35,8,1,0,0,0,ES,Alegre,16
Alimentares Consultorias & Soluções,Juniores,30,35,8,2,35,1,0,ES,Alegre,16
Alimentares Consultorias & Soluções,Juniores,30,35,8,3,65,2,0,ES,Alegre,16
Alimentares Consultorias & Soluções,Juniores,30,35,8,4,0,0,0,ES,Alegre,16
CATALISA - Soluções em Engenharia Química,FEJERS,60.25,77,1,1,5349.9,2,0,RS,Porto Alegre,24
CATALISA - Soluções em Engenharia Química,FEJERS,60.25,77,1,2,0,0,0,RS,Porto Alegre,24
CATALISA - Soluções em Engenharia Química,FEJERS,60.25,77,1,3,1151.2,1,0,RS,Porto Alegre,24
CATALISA - Soluções em Engenharia Química,FEJERS,60.25,77,1,4,3600,1,0,RS,Porto Alegre,24
Pollaris Junior,Baré Júnior,37.5,50,10,1,2240,1,0,AM,Manaus,6
Pollaris Junior,Baré Júnior,37.5,50,10,2,4510.8,1,3,AM,Manaus,6
Pollaris Junior,Baré Júnior,37.5,50,10,3,0,0,0,AM,Manaus,6
Pollaris Junior,Baré Júnior,37.5,50,10,4,0,0,0,AM,Manaus,6
Inventório - Empresa Júnior de Design e Moda,FEJESC,17.67,70,1,1,6010,6,1,SC,Florianópolis,11
Inventório - Empresa Júnior de Design e Moda,FEJESC,17.67,70,1,2,3340,3,0,SC,Florianópolis,11
Inventório - Empresa Júnior de Design e Moda,FEJESC,17.67,70,1,3,0,0,1,SC,Florianópolis,11
Inventório - Empresa Júnior de Design e Moda,FEJESC,17.67,70,1,4,0,0,0,SC,Florianópolis,11
Visão Júnior,FEJERS,53,58,1,1,0,0,0,RS,Palmeira das Missões,7
Visão Júnior,FEJERS,53,58,1,2,4706.1,1,0,RS,Palmeira das Missões,7
Visão Júnior,FEJERS,53,58,1,3,0,0,0,RS,Palmeira das Missões,7
Visão Júnior,FEJERS,53,58,1,4,0,0,0,RS,Palmeira das Missões,7
Astrodatum,Concentro,7,33,4,1,0,0,0,DF,Brasília,14
Astrodatum,Concentro,7,33,4,2,701.25,1,1,DF,Brasília,14
Astrodatum,Concentro,7,33,4,3,0,0,0,DF,Brasília,14
Astrodatum,Concentro,7,33,4,4,0,0,0,DF,Brasília,14
Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,FEJEMG,NaN,33,2,1,0,0,0,MG,Lavras,18
Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,FEJEMG,NaN,33,2,2,0,0,0,MG,Lavras,18
Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,FEJEMG,NaN,33,2,3,0,0,0,MG,Lavras,18
Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,FEJEMG,NaN,33,2,4,0,0,0,MG,Lavras,18
TCP Engenharia Civil,FEJEPAR,35.33,80,13,1,1216,1,0,PR,Londrina,21
TCP Engenharia Civil,FEJEPAR,35.33,80,13,2,0,0,0,PR,Londrina,21
TCP Engenharia Civil,FEJEPAR,35.33,80,13,3,1428.68,2,0,PR,Londrina,21
TCP Engenharia Civil,FEJEPAR,35.33,80,13,4,0,0,0,PR,Londrina,21
Tristate,FEJEMG,84,43,3,1,0,0,0,MG,Ouro Branco,16
Tristate,FEJEMG,84,43,3,2,1050,1,0,MG,Ouro Branco,16
Tristate,FEJEMG,84,43,3,3,1300,1,0,MG,Ouro Branco,16
Tristate,FEJEMG,84,43,3,4,0,0,0,MG,Ouro Branco,16
CincoLinha Jr.,FEJERS,4,70,4,1,0,0,0,RS,,7
CincoLinha Jr.,FEJERS,4,70,4,2,100,1,0,RS,,7
CincoLinha Jr.,FEJERS,4,70,4,3,0,0,0,RS,,7
CincoLinha Jr.,FEJERS,4,70,4,4,0,0,0,RS,,7
Inovepro Empresa Júnior,Baré Júnior,22.6,75,8,1,200,1,0,AM,Manaus,8
Inovepro Empresa Júnior,Baré Júnior,22.6,75,8,2,5255.4,3,3,AM,Manaus,8
Inovepro Empresa Júnior,Baré Júnior,22.6,75,8,3,100,1,0,AM,Manaus,8
Inovepro Empresa Júnior,Baré Júnior,22.6,75,8,4,0,0,0,AM,Manaus,8
Ápice Consultoria Jr.,FEJEMG,43.4,66,8,1,7474.16,2,0,MG,Belo Horizonte,29
Ápice Consultoria Jr.,FEJEMG,43.4,66,8,2,16700,2,1,MG,Belo Horizonte,29
Ápice Consultoria Jr.,FEJEMG,43.4,66,8,3,1800,1,0,MG,Belo Horizonte,29
Ápice Consultoria Jr.,FEJEMG,43.4,66,8,4,0,0,0,MG,Belo Horizonte,29
Luminus Jr.,UNIJr-BA,10,33,10,1,1000,1,0,BA,,20
Luminus Jr.,UNIJr-BA,10,33,10,2,0,0,0,BA,,20
Luminus Jr.,UNIJr-BA,10,33,10,3,500,1,0,BA,,20
Luminus Jr.,UNIJr-BA,10,33,10,4,0,0,0,BA,,20
Estratégica Empresa Júnior de Administração da UFMA,Maranhão Júnior,28,66,1,1,0,0,0,MA,São Luís,14
Estratégica Empresa Júnior de Administração da UFMA,Maranhão Júnior,28,66,1,2,6435.71,1,1,MA,São Luís,14
Estratégica Empresa Júnior de Administração da UFMA,Maranhão Júnior,28,66,1,3,0,0,0,MA,São Luís,14
Estratégica Empresa Júnior de Administração da UFMA,Maranhão Júnior,28,66,1,4,0,0,0,MA,São Luís,14
Quanta Jr,FEJESP,3.33,72,1,1,1300,3,0,SP,Campinas,14
Quanta Jr,FEJESP,3.33,72,1,2,3160,5,0,SP,Campinas,14
Quanta Jr,FEJESP,3.33,72,1,3,603,1,0,SP,Campinas,14
Quanta Jr,FEJESP,3.33,72,1,4,0,0,0,SP,Campinas,14
CJA - Consultores Juniores Associados/Ufes,Juniores,34,70,1,1,0,0,0,ES,Vitória,18
CJA - Consultores Juniores Associados/Ufes,Juniores,34,70,1,2,37497,4,1,ES,Vitória,18
CJA - Consultores Juniores Associados/Ufes,Juniores,34,70,1,3,14671,4,2,ES,Vitória,18
CJA - Consultores Juniores Associados/Ufes,Juniores,34,70,1,4,4007.6,2,0,ES,Vitória,18
Edificar Engenharia Jr,FEMTEJ,NaN,0,0,1,0,0,0,MT,Nova Xavantina,10
Edificar Engenharia Jr,FEMTEJ,NaN,0,0,2,0,0,0,MT,Nova Xavantina,10
Edificar Engenharia Jr,FEMTEJ,NaN,0,0,3,0,0,0,MT,Nova Xavantina,10
Edificar Engenharia Jr,FEMTEJ,NaN,0,0,4,0,0,0,MT,Nova Xavantina,10
CAP Jr Consultoria,FEJESP,50,50,3,1,0,0,0,SP,,21
CAP Jr Consultoria,FEJESP,50,50,3,2,0,0,0,SP,,21
CAP Jr Consultoria,FEJESP,50,50,3,3,650,1,0,SP,,21
CAP Jr Consultoria,FEJESP,50,50,3,4,0,0,0,SP,,21
EME Jr.,FEJERS,34,65,1,1,2463,1,0,RS,Porto Alegre,13
EME Jr.,FEJERS,34,65,1,2,870,1,0,RS,Porto Alegre,13
EME Jr.,FEJERS,34,65,1,3,0,0,0,RS,Porto Alegre,13
EME Jr.,FEJERS,34,65,1,4,0,0,0,RS,Porto Alegre,13
FLORESTA JR. ASSESSORIA AMBIENTAL,FEJERO,NaN,40,2,1,0,0,0,RO,Rolim de Moura,9
FLORESTA JR. ASSESSORIA AMBIENTAL,FEJERO,NaN,40,2,2,0,0,0,RO,Rolim de Moura,9
FLORESTA JR. ASSESSORIA AMBIENTAL,FEJERO,NaN,40,2,3,0,0,0,RO,Rolim de Moura,9
FLORESTA JR. ASSESSORIA AMBIENTAL,FEJERO,NaN,40,2,4,0,0,0,RO,Rolim de Moura,9
Pilares Consultoria Junior de Engenharia Civil,PB Júnior,20,80,1,1,0,0,0,PB,Araruna,19
Pilares Consultoria Junior de Engenharia Civil,PB Júnior,20,80,1,2,0,0,0,PB,Araruna,19
Pilares Consultoria Junior de Engenharia Civil,PB Júnior,20,80,1,3,0,0,0,PB,Araruna,19
Pilares Consultoria Junior de Engenharia Civil,PB Júnior,20,80,1,4,400,1,0,PB,Araruna,19
ECOSIN Soluções Ambientais,RN Júnior,5.58,75,4,1,5376,12,0,RN,Natal,12
ECOSIN Soluções Ambientais,RN Júnior,5.58,75,4,2,0,0,0,RN,Natal,12
ECOSIN Soluções Ambientais,RN Júnior,5.58,75,4,3,0,0,0,RN,Natal,12
ECOSIN Soluções Ambientais,RN Júnior,5.58,75,4,4,0,0,0,RN,Natal,12
Pórticos Empresa Júnior de Engenharia Civil,FEJEPAR,38,64,32,1,3613.84,4,0,PR,Campo Mourão,26
Pórticos Empresa Júnior de Engenharia Civil,FEJEPAR,38,64,32,2,545,1,0,PR,Campo Mourão,26
Pórticos Empresa Júnior de Engenharia Civil,FEJEPAR,38,64,32,3,350,1,1,PR,Campo Mourão,26
Pórticos Empresa Júnior de Engenharia Civil,FEJEPAR,38,64,32,4,650,1,0,PR,Campo Mourão,26
Global Jr.,FEJERS,40,70,8,1,7000,1,0,RS,Porto Alegre,11
Global Jr.,FEJERS,40,70,8,2,0,0,0,RS,Porto Alegre,11
Global Jr.,FEJERS,40,70,8,3,0,0,0,RS,Porto Alegre,11
Global Jr.,FEJERS,40,70,8,4,0,0,0,RS,Porto Alegre,11
Rural Consultoria Junior,RioJunior,NaN,75,15,1,0,0,0,RJ,Seropédica,19
Rural Consultoria Junior,RioJunior,NaN,75,15,2,0,0,0,RJ,Seropédica,19
Rural Consultoria Junior,RioJunior,NaN,75,15,3,0,0,0,RJ,Seropédica,19
Rural Consultoria Junior,RioJunior,NaN,75,15,4,0,0,0,RJ,Seropédica,19
Cráton,Concentro,15,80,18,1,600,1,0,DF,Brasília,15
Cráton,Concentro,15,80,18,2,1378,3,1,DF,Brasília,15
Cráton,Concentro,15,80,18,3,600,1,0,DF,Brasília,15
Cráton,Concentro,15,80,18,4,0,0,0,DF,Brasília,15
CT Junior,Juniores,23.75,60,20,1,1000,1,0,ES,Vitória,35
CT Junior,Juniores,23.75,60,20,2,2727.4,2,0,ES,Vitória,35
CT Junior,Juniores,23.75,60,20,3,600,1,0,ES,Vitória,35
CT Junior,Juniores,23.75,60,20,4,0,0,0,ES,Vitória,35
Engercon Jr,FEJECE,NaN,60,5,1,0,0,0,CE,Fortaleza,6
Engercon Jr,FEJECE,NaN,60,5,2,0,0,0,CE,Fortaleza,6
Engercon Jr,FEJECE,NaN,60,5,3,0,0,0,CE,Fortaleza,6
Engercon Jr,FEJECE,NaN,60,5,4,0,0,0,CE,Fortaleza,6
Genesys Biotecnologia,Concentro,23.75,76,1,1,0,0,0,DF,Brasília,17
Genesys Biotecnologia,Concentro,23.75,76,1,2,0,0,0,DF,Brasília,17
Genesys Biotecnologia,Concentro,23.75,76,1,3,2080,1,0,DF,Brasília,17
Genesys Biotecnologia,Concentro,23.75,76,1,4,4420,3,1,DF,Brasília,17
IPRO Jr. - Inovações em Projetos Júnior,FEJEMG,38.75,47,13,1,0,0,0,MG,Belo Horizonte,37
IPRO Jr. - Inovações em Projetos Júnior,FEJEMG,38.75,47,13,2,3000,1,0,MG,Belo Horizonte,37
IPRO Jr. - Inovações em Projetos Júnior,FEJEMG,38.75,47,13,3,5000,2,0,MG,Belo Horizonte,37
IPRO Jr. - Inovações em Projetos Júnior,FEJEMG,38.75,47,13,4,2200,1,0,MG,Belo Horizonte,37
MORPHEUS.JR,Juniores,NaN,50,2,1,0,0,0,ES,Serra,4
MORPHEUS.JR,Juniores,NaN,50,2,2,0,0,0,ES,Serra,4
MORPHEUS.JR,Juniores,NaN,50,2,3,0,0,0,ES,Serra,4
MORPHEUS.JR,Juniores,NaN,50,2,4,0,0,0,ES,Serra,4
EdificarSe Engenharia & Projetos,SERJÚNIOR,10,50,34,1,1285,2,0,SE,São Cristóvão,24
EdificarSe Engenharia & Projetos,SERJÚNIOR,10,50,34,2,0,0,0,SE,São Cristóvão,24
EdificarSe Engenharia & Projetos,SERJÚNIOR,10,50,34,3,0,0,0,SE,São Cristóvão,24
EdificarSe Engenharia & Projetos,SERJÚNIOR,10,50,34,4,0,0,0,SE,São Cristóvão,24
PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,Tocantins Júnior,NaN,0,0,1,0,0,0,TO,Palmas,3
PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,Tocantins Júnior,NaN,0,0,2,0,0,0,TO,Palmas,3
PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,Tocantins Júnior,NaN,0,0,3,0,0,0,TO,Palmas,3
PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,Tocantins Júnior,NaN,0,0,4,0,0,0,TO,Palmas,3
CERF - Soluções Tecnológicas,PB Júnior,64,50,6,1,650,1,0,PB,João Pessoa,16
CERF - Soluções Tecnológicas,PB Júnior,64,50,6,2,0,0,0,PB,João Pessoa,16
CERF - Soluções Tecnológicas,PB Júnior,64,50,6,3,0,0,0,PB,João Pessoa,16
CERF - Soluções Tecnológicas,PB Júnior,64,50,6,4,0,0,0,PB,João Pessoa,16
EESC jr.,FEJESP,69.6,60,25,1,5676,2,0,SP,São Carlos,39
